Messstelle:                ;Rankweil, Bl 01.40.04
HZB-Nummer:                ;322388
HD-Nummer:                 ;01.40.04
DBMS-Nummer:               ;8002125
PorenGW-Gebiet:            ;004 Rheintal
Grundwasserkörper:         ;Rheintal [RHE]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Vorarlberg
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;18.05.2005
 Geländehöhe:              ;431,41
 Messpunkthöhe:            ;431,78
 Sohllage:                 ;424,98
 T-Messtiefe u.GOK:        ;5,63
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  18.05.2005               ;09 35 31                 ;47 16 55
  01.01.1979               ;09 35 31                 ;47 16 55
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.01.1979 00:00:00   ;   428,10 ;     
01.02.1979 00:00:00   ;   427,92 ;     
01.03.1979 00:00:00   ;   427,96 ;     
01.04.1979 00:00:00   ;   428,07 ;     
01.05.1979 00:00:00   ;   428,14 ;     
01.06.1979 00:00:00   ;   428,50 ;     
01.07.1979 00:00:00   ;   428,75 ;     
01.08.1979 00:00:00   ;   428,63 ;     
01.09.1979 00:00:00   ;   428,51 ;     
01.10.1979 00:00:00   ;   428,53 ;     
01.11.1979 00:00:00   ;   428,48 ;     
01.12.1979 00:00:00   ;   428,45 ;     
01.01.1980 00:00:00   ;   428,45 ;     
01.02.1980 00:00:00   ;   428,59 ;     
01.03.1980 00:00:00   ;   428,49 ;     
01.04.1980 00:00:00   ;   428,37 ;     
01.05.1980 00:00:00   ;   428,50 ;     
01.06.1980 00:00:00   ;   428,59 ;     
01.07.1980 00:00:00   ;   428,94 ;     
01.08.1980 00:00:00   ;   429,04 ;     
01.09.1980 00:00:00   ;   428,69 ;     
01.10.1980 00:00:00   ;   428,39 ;     
01.11.1980 00:00:00   ;   428,19 ;     
01.12.1980 00:00:00   ;   428,02 ;     
01.01.1981 00:00:00   ;   428,03 ;     
01.02.1981 00:00:00   ;   428,06 ;     
01.03.1981 00:00:00   ;   428,27 ;     
01.04.1981 00:00:00   ;   428,46 ;     
01.05.1981 00:00:00   ;   428,35 ;     
01.06.1981 00:00:00   ;   428,33 ;     
01.07.1981 00:00:00   ;   428,44 ;     
01.08.1981 00:00:00   ;   428,73 ;     
01.09.1981 00:00:00   ;   428,74 ;     
01.10.1981 00:00:00   ;   429,17 ;     
01.11.1981 00:00:00   ;   429,10 ;     
01.12.1981 00:00:00   ;   429,19 ;     
01.01.1982 00:00:00   ;   429,38 ;     
01.02.1982 00:00:00   ;   429,26 ;     
01.03.1982 00:00:00   ;   428,93 ;     
01.04.1982 00:00:00   ;   428,62 ;     
01.05.1982 00:00:00   ;   428,41 ;     
01.06.1982 00:00:00   ;   428,51 ;     
01.07.1982 00:00:00   ;   428,56 ;     
01.08.1982 00:00:00   ;   428,38 ;     
01.09.1982 00:00:00   ;   428,31 ;     
01.10.1982 00:00:00   ;   428,35 ;     
01.11.1982 00:00:00   ;   428,18 ;     
01.12.1982 00:00:00   ;   427,99 ;     
01.01.1983 00:00:00   ;   427,95 ;     
01.02.1983 00:00:00   ;   427,94 ;     
01.03.1983 00:00:00   ;   427,95 ;     
01.04.1983 00:00:00   ;   428,01 ;     
01.05.1983 00:00:00   ;Lücke     ;     
01.06.1983 00:00:00   ;   428,36 ;     
01.07.1983 00:00:00   ;   428,45 ;     
01.08.1983 00:00:00   ;   428,53 ;     
01.09.1983 00:00:00   ;   428,57 ;     
01.10.1983 00:00:00   ;   428,48 ;     
01.11.1983 00:00:00   ;   428,16 ;     
01.12.1983 00:00:00   ;   427,96 ;     
01.01.1984 00:00:00   ;   427,98 ;     
01.02.1984 00:00:00   ;   428,07 ;     
01.03.1984 00:00:00   ;   428,02 ;     
01.04.1984 00:00:00   ;   427,91 ;     
01.05.1984 00:00:00   ;   427,97 ;     
01.06.1984 00:00:00   ;   428,12 ;     
01.07.1984 00:00:00   ;   428,32 ;     
01.08.1984 00:00:00   ;   428,31 ;     
01.09.1984 00:00:00   ;   428,60 ;     
01.10.1984 00:00:00   ;   428,88 ;     
01.11.1984 00:00:00   ;   428,49 ;     
01.12.1984 00:00:00   ;   428,21 ;     
01.01.1985 00:00:00   ;   427,97 ;     
01.02.1985 00:00:00   ;   428,03 ;     
01.03.1985 00:00:00   ;   428,07 ;     
01.04.1985 00:00:00   ;   428,04 ;     
01.05.1985 00:00:00   ;   428,21 ;     
01.06.1985 00:00:00   ;   428,43 ;     
01.07.1985 00:00:00   ;   428,59 ;     
01.08.1985 00:00:00   ;   428,62 ;     
01.09.1985 00:00:00   ;   428,71 ;     
01.10.1985 00:00:00   ;   428,38 ;     
01.11.1985 00:00:00   ;   428,04 ;     
01.12.1985 00:00:00   ;   427,82 ;     
01.01.1986 00:00:00   ;   427,75 ;     
01.02.1986 00:00:00   ;   427,88 ;     
01.03.1986 00:00:00   ;   427,89 ;     
01.04.1986 00:00:00   ;   428,20 ;     
01.05.1986 00:00:00   ;   428,49 ;     
01.06.1986 00:00:00   ;   428,77 ;     
01.07.1986 00:00:00   ;   428,71 ;     
01.08.1986 00:00:00   ;   428,46 ;     
01.09.1986 00:00:00   ;   428,30 ;     
01.10.1986 00:00:00   ;   427,99 ;     
01.11.1986 00:00:00   ;   427,74 ;     
01.12.1986 00:00:00   ;   427,53 ;     
01.01.1987 00:00:00   ;   427,67 ;     
01.02.1987 00:00:00   ;   427,72 ;     
01.03.1987 00:00:00   ;   427,94 ;     
01.04.1987 00:00:00   ;   427,99 ;     
01.05.1987 00:00:00   ;   428,11 ;     
01.06.1987 00:00:00   ;   428,37 ;     
01.07.1987 00:00:00   ;   428,92 ;     
01.08.1987 00:00:00   ;   429,18 ;     
01.09.1987 00:00:00   ;   428,95 ;     
01.10.1987 00:00:00   ;   428,55 ;     
01.11.1987 00:00:00   ;   428,14 ;     
01.12.1987 00:00:00   ;   427,92 ;     
01.01.1988 00:00:00   ;   427,85 ;     
01.02.1988 00:00:00   ;   427,76 ;     
01.03.1988 00:00:00   ;   427,95 ;     
01.04.1988 00:00:00   ;   428,48 ;     
01.05.1988 00:00:00   ;   428,49 ;     
01.06.1988 00:00:00   ;   428,46 ;     
01.07.1988 00:00:00   ;   428,32 ;     
01.08.1988 00:00:00   ;   428,16 ;     
01.09.1988 00:00:00   ;   428,13 ;     
01.10.1988 00:00:00   ;   427,90 ;     
01.11.1988 00:00:00   ;   427,70 ;     
01.12.1988 00:00:00   ;   427,91 ;     
01.01.1989 00:00:00   ;   427,96 ;     
01.02.1989 00:00:00   ;   427,77 ;     
01.03.1989 00:00:00   ;   427,71 ;     
01.04.1989 00:00:00   ;   427,70 ;     
01.05.1989 00:00:00   ;   427,71 ;     
01.06.1989 00:00:00   ;   427,68 ;     
01.07.1989 00:00:00   ;   427,66 ;     
01.08.1989 00:00:00   ;   427,77 ;     
01.09.1989 00:00:00   ;   427,77 ;     
01.10.1989 00:00:00   ;   427,76 ;     
01.11.1989 00:00:00   ;   427,69 ;     
01.12.1989 00:00:00   ;   427,48 ;     
01.01.1990 00:00:00   ;   427,29 ;     
01.02.1990 00:00:00   ;   427,25 ;     
01.03.1990 00:00:00   ;   427,59 ;     
01.04.1990 00:00:00   ;   427,61 ;     
01.05.1990 00:00:00   ;   427,65 ;     
01.06.1990 00:00:00   ;   427,80 ;     
01.07.1990 00:00:00   ;   428,01 ;     
01.08.1990 00:00:00   ;   427,97 ;     
01.09.1990 00:00:00   ;   427,76 ;     
01.10.1990 00:00:00   ;   427,54 ;     
01.11.1990 00:00:00   ;   427,47 ;     
01.12.1990 00:00:00   ;   427,41 ;     
01.01.1991 00:00:00   ;   427,49 ;     
01.02.1991 00:00:00   ;   427,42 ;     
01.03.1991 00:00:00   ;   427,32 ;     
01.04.1991 00:00:00   ;   427,39 ;     
01.05.1991 00:00:00   ;   427,61 ;     
01.06.1991 00:00:00   ;   428,00 ;     
01.07.1991 00:00:00   ;   428,50 ;     
01.08.1991 00:00:00   ;   428,45 ;     
01.09.1991 00:00:00   ;   428,10 ;     
01.10.1991 00:00:00   ;   427,89 ;     
01.11.1991 00:00:00   ;   427,69 ;     
01.12.1991 00:00:00   ;   427,55 ;     
01.01.1992 00:00:00   ;   427,57 ;     
01.02.1992 00:00:00   ;   427,55 ;     
01.03.1992 00:00:00   ;   427,78 ;     
01.04.1992 00:00:00   ;   428,03 ;     
01.05.1992 00:00:00   ;   428,20 ;     
01.06.1992 00:00:00   ;   428,25 ;     
01.07.1992 00:00:00   ;   428,17 ;     
01.08.1992 00:00:00   ;   427,91 ;     
01.09.1992 00:00:00   ;   427,60 ;     
01.10.1992 00:00:00   ;   427,41 ;     
01.11.1992 00:00:00   ;   427,61 ;     
01.12.1992 00:00:00   ;   428,18 ;     
01.01.1993 00:00:00   ;   428,23 ;     
01.02.1993 00:00:00   ;   428,10 ;     
01.03.1993 00:00:00   ;   427,90 ;     
01.04.1993 00:00:00   ;   427,94 ;     
01.05.1993 00:00:00   ;   428,06 ;     
01.06.1993 00:00:00   ;   428,13 ;     
01.07.1993 00:00:00   ;   428,38 ;     
01.08.1993 00:00:00   ;   428,67 ;     
01.09.1993 00:00:00   ;   428,81 ;     
01.10.1993 00:00:00   ;   428,85 ;     
01.11.1993 00:00:00   ;   428,67 ;     
01.12.1993 00:00:00   ;   428,40 ;     
01.01.1994 00:00:00   ;   428,33 ;     
01.02.1994 00:00:00   ;   428,27 ;     
01.03.1994 00:00:00   ;   428,19 ;     
01.04.1994 00:00:00   ;   428,12 ;     
01.05.1994 00:00:00   ;   428,12 ;     
01.06.1994 00:00:00   ;   428,31 ;     
01.07.1994 00:00:00   ;   428,37 ;     
01.08.1994 00:00:00   ;   428,13 ;     
01.09.1994 00:00:00   ;   428,08 ;     
01.10.1994 00:00:00   ;   427,96 ;     
01.11.1994 00:00:00   ;   427,82 ;     
01.12.1994 00:00:00   ;   427,72 ;     
01.01.1995 00:00:00   ;   427,93 ;     
01.02.1995 00:00:00   ;   428,24 ;     
01.03.1995 00:00:00   ;   428,36 ;     
01.04.1995 00:00:00   ;   428,50 ;     
01.05.1995 00:00:00   ;   428,55 ;     
01.06.1995 00:00:00   ;   428,82 ;     
01.07.1995 00:00:00   ;   428,82 ;     
01.08.1995 00:00:00   ;   428,53 ;     
01.09.1995 00:00:00   ;   428,42 ;     
01.10.1995 00:00:00   ;   428,20 ;     
01.11.1995 00:00:00   ;   427,96 ;     
01.12.1995 00:00:00   ;   427,89 ;     
01.01.1996 00:00:00   ;   428,05 ;     
01.02.1996 00:00:00   ;   427,89 ;     
01.03.1996 00:00:00   ;   427,68 ;     
01.04.1996 00:00:00   ;   427,67 ;     
01.05.1996 00:00:00   ;   427,75 ;     
01.06.1996 00:00:00   ;   427,88 ;     
01.07.1996 00:00:00   ;   428,04 ;     
01.08.1996 00:00:00   ;   428,04 ;     
01.09.1996 00:00:00   ;   427,90 ;     
01.10.1996 00:00:00   ;   427,77 ;     
01.11.1996 00:00:00   ;   427,87 ;     
01.12.1996 00:00:00   ;   428,05 ;     
01.01.1997 00:00:00   ;   427,99 ;     
01.02.1997 00:00:00   ;   427,81 ;     
01.03.1997 00:00:00   ;   427,75 ;     
01.04.1997 00:00:00   ;   427,71 ;     
01.05.1997 00:00:00   ;   427,83 ;     
01.06.1997 00:00:00   ;   427,86 ;     
01.07.1997 00:00:00   ;   428,09 ;     
01.08.1997 00:00:00   ;   428,32 ;     
01.09.1997 00:00:00   ;   428,14 ;     
01.10.1997 00:00:00   ;   427,85 ;     
01.11.1997 00:00:00   ;   427,59 ;     
01.12.1997 00:00:00   ;   427,39 ;     
01.01.1998 00:00:00   ;   427,39 ;     
01.02.1998 00:00:00   ;   427,32 ;     
01.03.1998 00:00:00   ;   427,40 ;     
01.04.1998 00:00:00   ;   427,56 ;     
01.05.1998 00:00:00   ;   427,66 ;     
01.06.1998 00:00:00   ;   427,67 ;     
01.07.1998 00:00:00   ;   427,71 ;     
01.08.1998 00:00:00   ;   427,61 ;     
01.09.1998 00:00:00   ;   427,60 ;     
01.10.1998 00:00:00   ;   427,70 ;     
01.11.1998 00:00:00   ;   427,99 ;     
01.12.1998 00:00:00   ;   427,96 ;     
01.01.1999 00:00:00   ;   427,78 ;     
01.02.1999 00:00:00   ;   427,77 ;     
01.03.1999 00:00:00   ;   428,43 ;     
01.04.1999 00:00:00   ;   428,50 ;     
01.05.1999 00:00:00   ;   428,81 ;     
01.06.1999 00:00:00   ;   429,42 ;     
01.07.1999 00:00:00   ;   429,48 ;     
01.08.1999 00:00:00   ;   429,24 ;     
01.09.1999 00:00:00   ;   428,92 ;     
01.10.1999 00:00:00   ;   428,77 ;     
01.11.1999 00:00:00   ;   428,61 ;     
01.12.1999 00:00:00   ;   428,61 ;     
01.01.2000 00:00:00   ;   428,71 ;     
01.02.2000 00:00:00   ;   428,59 ;     
01.03.2000 00:00:00   ;   428,69 ;     
01.04.2000 00:00:00   ;   428,81 ;     
01.05.2000 00:00:00   ;   428,67 ;     
01.06.2000 00:00:00   ;   428,53 ;     
01.07.2000 00:00:00   ;   428,44 ;     
01.08.2000 00:00:00   ;   428,89 ;     
01.09.2000 00:00:00   ;   428,80 ;     
01.10.2000 00:00:00   ;   428,60 ;     
01.11.2000 00:00:00   ;   428,40 ;     
01.12.2000 00:00:00   ;   428,33 ;     
01.01.2001 00:00:00   ;   428,12 ;     
01.02.2001 00:00:00   ;   427,99 ;     
01.03.2001 00:00:00   ;   428,08 ;     
01.04.2001 00:00:00   ;   428,40 ;     
01.05.2001 00:00:00   ;   428,56 ;     
01.06.2001 00:00:00   ;   428,65 ;     
01.07.2001 00:00:00   ;   428,68 ;     
01.08.2001 00:00:00   ;   428,56 ;     
01.09.2001 00:00:00   ;   428,48 ;     
01.10.2001 00:00:00   ;   428,43 ;     
01.11.2001 00:00:00   ;   428,27 ;     
01.12.2001 00:00:00   ;   428,33 ;     
