Messstelle:                ;Obergäu, Br 16
HZB-Nummer:                ;319863
HD-Nummer:                 ;
DBMS-Nummer:               ;5002005
PorenGW-Gebiet:            ;040 Unteres Salzachtal
Grundwasserkörper:         ;Unteres Salzachtal [DBJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Salzburg
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;14.10.1971
 Geländehöhe:              ;474,95
 Messpunkthöhe:            ;475,05
 Sohllage:                 ;466,65
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  14.10.1971               ;13 10 27                 ;47 35 39
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.01.1976 00:00:00   ;   467,16 ;     
01.02.1976 00:00:00   ;   467,22 ;     
01.03.1976 00:00:00   ;   467,11 ;     
01.04.1976 00:00:00   ;   467,34 ;     
01.05.1976 00:00:00   ;   467,80 ;     
01.06.1976 00:00:00   ;   468,24 ;     
01.07.1976 00:00:00   ;   467,84 ;     
01.08.1976 00:00:00   ;   468,06 ;     
01.09.1976 00:00:00   ;   468,00 ;     
01.10.1976 00:00:00   ;   467,51 ;     
01.11.1976 00:00:00   ;   467,26 ;     
01.12.1976 00:00:00   ;   467,33 ;     
01.01.1977 00:00:00   ;   467,16 ;     
01.02.1977 00:00:00   ;   467,57 ;     
01.03.1977 00:00:00   ;   467,87 ;     
01.04.1977 00:00:00   ;   467,94 ;     
01.05.1977 00:00:00   ;   468,28 ;     
01.06.1977 00:00:00   ;   468,12 ;     
01.07.1977 00:00:00   ;   468,24 ;     
01.08.1977 00:00:00   ;   468,48 ;     
01.09.1977 00:00:00   ;   468,06 ;     
01.10.1977 00:00:00   ;   467,69 ;     
01.11.1977 00:00:00   ;   467,49 ;     
01.12.1977 00:00:00   ;   467,50 ;     
01.01.1978 00:00:00   ;   467,45 ;     
01.02.1978 00:00:00   ;   467,32 ;     
01.03.1978 00:00:00   ;   467,71 ;     
01.04.1978 00:00:00   ;   467,83 ;     
01.05.1978 00:00:00   ;   467,99 ;     
01.06.1978 00:00:00   ;   468,27 ;     
01.07.1978 00:00:00   ;   468,28 ;     
01.08.1978 00:00:00   ;   468,02 ;     
01.09.1978 00:00:00   ;   468,20 ;     
01.10.1978 00:00:00   ;   468,24 ;     
01.11.1978 00:00:00   ;   467,95 ;     
01.12.1978 00:00:00   ;   467,50 ;     
01.01.1979 00:00:00   ;   467,23 ;     
01.02.1979 00:00:00   ;   467,32 ;     
01.03.1979 00:00:00   ;   467,63 ;     
01.04.1979 00:00:00   ;   467,87 ;     
01.05.1979 00:00:00   ;   468,38 ;     
01.06.1979 00:00:00   ;   468,73 ;     
01.07.1979 00:00:00   ;   468,42 ;     
01.08.1979 00:00:00   ;   468,56 ;     
01.09.1979 00:00:00   ;   467,98 ;     
01.10.1979 00:00:00   ;   467,72 ;     
01.11.1979 00:00:00   ;   467,90 ;     
01.12.1979 00:00:00   ;   467,84 ;     
01.01.1980 00:00:00   ;   467,41 ;     
01.02.1980 00:00:00   ;   467,37 ;     
01.03.1980 00:00:00   ;   467,44 ;     
01.04.1980 00:00:00   ;   467,79 ;     
01.05.1980 00:00:00   ;   468,24 ;     
01.06.1980 00:00:00   ;   468,33 ;     
01.07.1980 00:00:00   ;   468,52 ;     
01.08.1980 00:00:00   ;   468,23 ;     
01.09.1980 00:00:00   ;   467,97 ;     
01.10.1980 00:00:00   ;   467,84 ;     
01.11.1980 00:00:00   ;   467,80 ;     
01.12.1980 00:00:00   ;   467,42 ;     
01.01.1981 00:00:00   ;   467,49 ;     
01.02.1981 00:00:00   ;   467,36 ;     
01.03.1981 00:00:00   ;   467,91 ;     
01.04.1981 00:00:00   ;   468,21 ;     
01.05.1981 00:00:00   ;   467,90 ;     
01.06.1981 00:00:00   ;   468,11 ;     
01.07.1981 00:00:00   ;   468,33 ;     
01.08.1981 00:00:00   ;   468,50 ;     
01.09.1981 00:00:00   ;   468,40 ;     
01.10.1981 00:00:00   ;   467,90 ;     
01.11.1981 00:00:00   ;   467,76 ;     
01.12.1981 00:00:00   ;   467,56 ;     
01.01.1982 00:00:00   ;   467,71 ;     
01.02.1982 00:00:00   ;   467,49 ;     
01.03.1982 00:00:00   ;   467,46 ;     
01.04.1982 00:00:00   ;   467,71 ;     
01.05.1982 00:00:00   ;   468,03 ;     
01.06.1982 00:00:00   ;   468,38 ;     
01.07.1982 00:00:00   ;   468,32 ;     
01.08.1982 00:00:00   ;   468,14 ;     
01.09.1982 00:00:00   ;   467,98 ;     
01.10.1982 00:00:00   ;   467,59 ;     
01.11.1982 00:00:00   ;   467,26 ;     
01.12.1982 00:00:00   ;   467,11 ;     
01.01.1983 00:00:00   ;   467,72 ;     
01.02.1983 00:00:00   ;   467,62 ;     
01.03.1983 00:00:00   ;   467,44 ;     
01.04.1983 00:00:00   ;   467,83 ;     
01.05.1983 00:00:00   ;   468,20 ;     
01.06.1983 00:00:00   ;   468,32 ;     
01.07.1983 00:00:00   ;   468,08 ;     
01.08.1983 00:00:00   ;   467,74 ;     
01.09.1983 00:00:00   ;   467,56 ;     
01.10.1983 00:00:00   ;   467,37 ;     
01.11.1983 00:00:00   ;   467,19 ;     
01.12.1983 00:00:00   ;   467,51 ;     
01.01.1984 00:00:00   ;   467,24 ;     
01.02.1984 00:00:00   ;   467,12 ;     
01.03.1984 00:00:00   ;   467,09 ;     
01.04.1984 00:00:00   ;   467,38 ;     
01.05.1984 00:00:00   ;   467,71 ;     
01.06.1984 00:00:00   ;   468,04 ;     
01.07.1984 00:00:00   ;   468,09 ;     
01.08.1984 00:00:00   ;   468,07 ;     
01.09.1984 00:00:00   ;   468,08 ;     
01.10.1984 00:00:00   ;   467,79 ;     
01.11.1984 00:00:00   ;   467,27 ;     
01.12.1984 00:00:00   ;   467,09 ;     
01.01.1985 00:00:00   ;   466,95 ;     
01.02.1985 00:00:00   ;   467,29 ;     
01.03.1985 00:00:00   ;   467,17 ;     
01.04.1985 00:00:00   ;   467,30 ;     
01.05.1985 00:00:00   ;   467,65 ;     
01.06.1985 00:00:00   ;   468,08 ;     
01.07.1985 00:00:00   ;   468,16 ;     
01.08.1985 00:00:00   ;   468,94 ;     
01.09.1985 00:00:00   ;   468,25 ;     
01.10.1985 00:00:00   ;   467,52 ;     
01.11.1985 00:00:00   ;   467,20 ;     
01.12.1985 00:00:00   ;   467,35 ;     
01.01.1986 00:00:00   ;   467,33 ;     
01.02.1986 00:00:00   ;   467,34 ;     
01.03.1986 00:00:00   ;   467,25 ;     
01.04.1986 00:00:00   ;   467,65 ;     
01.05.1986 00:00:00   ;   468,14 ;     
01.06.1986 00:00:00   ;   468,11 ;     
01.07.1986 00:00:00   ;   467,87 ;     
01.08.1986 00:00:00   ;   467,63 ;     
01.09.1986 00:00:00   ;   467,51 ;     
01.10.1986 00:00:00   ;   467,20 ;     
01.11.1986 00:00:00   ;   466,95 ;     
01.12.1986 00:00:00   ;   466,78 ;     
01.01.1987 00:00:00   ;   467,02 ;     
01.02.1987 00:00:00   ;   467,00 ;     
01.03.1987 00:00:00   ;   467,29 ;     
01.04.1987 00:00:00   ;   467,72 ;     
01.05.1987 00:00:00   ;   468,14 ;     
01.06.1987 00:00:00   ;   468,44 ;     
01.07.1987 00:00:00   ;   468,58 ;     
01.08.1987 00:00:00   ;   468,45 ;     
01.09.1987 00:00:00   ;   467,83 ;     
01.10.1987 00:00:00   ;   467,47 ;     
01.11.1987 00:00:00   ;   467,23 ;     
01.12.1987 00:00:00   ;   467,35 ;     
01.01.1988 00:00:00   ;   467,52 ;     
01.02.1988 00:00:00   ;   467,30 ;     
01.03.1988 00:00:00   ;   467,49 ;     
01.04.1988 00:00:00   ;   468,19 ;     
01.05.1988 00:00:00   ;   467,94 ;     
01.06.1988 00:00:00   ;   468,10 ;     
01.07.1988 00:00:00   ;   468,07 ;     
01.08.1988 00:00:00   ;   467,98 ;     
01.09.1988 00:00:00   ;   468,19 ;     
01.10.1988 00:00:00   ;   467,74 ;     
01.11.1988 00:00:00   ;   467,46 ;     
01.12.1988 00:00:00   ;   467,53 ;     
01.01.1989 00:00:00   ;   467,45 ;     
01.02.1989 00:00:00   ;   467,20 ;     
01.03.1989 00:00:00   ;   467,41 ;     
01.04.1989 00:00:00   ;   467,54 ;     
01.05.1989 00:00:00   ;   467,67 ;     
01.06.1989 00:00:00   ;   468,07 ;     
01.07.1989 00:00:00   ;   468,35 ;     
01.08.1989 00:00:00   ;   468,30 ;     
01.09.1989 00:00:00   ;   468,05 ;     
01.10.1989 00:00:00   ;   467,64 ;     
01.11.1989 00:00:00   ;   467,25 ;     
01.12.1989 00:00:00   ;   467,08 ;     
01.01.1990 00:00:00   ;   466,97 ;     
01.02.1990 00:00:00   ;   467,18 ;     
01.03.1990 00:00:00   ;   467,46 ;     
01.04.1990 00:00:00   ;   467,44 ;     
01.05.1990 00:00:00   ;   467,70 ;     
01.06.1990 00:00:00   ;   467,95 ;     
01.07.1990 00:00:00   ;   468,40 ;     
01.08.1990 00:00:00   ;   467,75 ;     
01.09.1990 00:00:00   ;   467,60 ;     
01.10.1990 00:00:00   ;   467,56 ;     
01.11.1990 00:00:00   ;   467,50 ;     
01.12.1990 00:00:00   ;   467,43 ;     
01.01.1991 00:00:00   ;   467,19 ;     
01.02.1991 00:00:00   ;   466,95 ;     
01.03.1991 00:00:00   ;   467,03 ;     
01.04.1991 00:00:00   ;   467,31 ;     
01.05.1991 00:00:00   ;   467,94 ;     
01.06.1991 00:00:00   ;   468,12 ;     
01.07.1991 00:00:00   ;   468,44 ;     
01.08.1991 00:00:00   ;   468,80 ;     
01.09.1991 00:00:00   ;   467,62 ;     
01.10.1991 00:00:00   ;   467,27 ;     
01.11.1991 00:00:00   ;   467,15 ;     
01.12.1991 00:00:00   ;   467,24 ;     
01.01.1992 00:00:00   ;   467,40 ;     
01.02.1992 00:00:00   ;   467,28 ;     
01.03.1992 00:00:00   ;   467,87 ;     
01.04.1992 00:00:00   ;   468,18 ;     
01.05.1992 00:00:00   ;   468,47 ;     
01.06.1992 00:00:00   ;   468,29 ;     
01.07.1992 00:00:00   ;   468,03 ;     
01.08.1992 00:00:00   ;   467,62 ;     
01.09.1992 00:00:00   ;   467,66 ;     
01.10.1992 00:00:00   ;   467,51 ;     
01.11.1992 00:00:00   ;   467,62 ;     
01.12.1992 00:00:00   ;   467,70 ;     
01.01.1993 00:00:00   ;   467,52 ;     
01.02.1993 00:00:00   ;   467,35 ;     
01.03.1993 00:00:00   ;   467,65 ;     
01.04.1993 00:00:00   ;   468,07 ;     
01.05.1993 00:00:00   ;   468,42 ;     
01.06.1993 00:00:00   ;   468,35 ;     
01.07.1993 00:00:00   ;   468,30 ;     
01.08.1993 00:00:00   ;   467,99 ;     
01.09.1993 00:00:00   ;   468,12 ;     
01.10.1993 00:00:00   ;   467,83 ;     
01.11.1993 00:00:00   ;   467,59 ;     
01.12.1993 00:00:00   ;   467,14 ;     
01.01.1994 00:00:00   ;   467,04 ;     
01.02.1994 00:00:00   ;   467,26 ;     
01.03.1994 00:00:00   ;   467,53 ;     
01.04.1994 00:00:00   ;   468,21 ;     
01.05.1994 00:00:00   ;   468,30 ;     
01.06.1994 00:00:00   ;   468,28 ;     
01.07.1994 00:00:00   ;   467,82 ;     
01.08.1994 00:00:00   ;   467,65 ;     
01.09.1994 00:00:00   ;   467,56 ;     
01.10.1994 00:00:00   ;   467,36 ;     
01.11.1994 00:00:00   ;   467,36 ;     
01.12.1994 00:00:00   ;   467,49 ;     
01.01.1995 00:00:00   ;   467,44 ;     
01.02.1995 00:00:00   ;   467,57 ;     
01.03.1995 00:00:00   ;   467,53 ;     
01.04.1995 00:00:00   ;   467,84 ;     
01.05.1995 00:00:00   ;   468,16 ;     
01.06.1995 00:00:00   ;   468,70 ;     
01.07.1995 00:00:00   ;   468,43 ;     
01.08.1995 00:00:00   ;   467,90 ;     
01.09.1995 00:00:00   ;   468,16 ;     
01.10.1995 00:00:00   ;   467,62 ;     
01.11.1995 00:00:00   ;   467,38 ;     
01.12.1995 00:00:00   ;   467,29 ;     
01.01.1996 00:00:00   ;   467,27 ;     
01.02.1996 00:00:00   ;   467,03 ;     
01.03.1996 00:00:00   ;   467,10 ;     
01.04.1996 00:00:00   ;   467,57 ;     
01.05.1996 00:00:00   ;   467,89 ;     
01.06.1996 00:00:00   ;   468,40 ;     
01.07.1996 00:00:00   ;   468,14 ;     
01.08.1996 00:00:00   ;   467,95 ;     
01.09.1996 00:00:00   ;   468,28 ;     
01.10.1996 00:00:00   ;   468,23 ;     
01.11.1996 00:00:00   ;   467,83 ;     
01.12.1996 00:00:00   ;   467,43 ;     
01.01.1997 00:00:00   ;   467,12 ;     
01.02.1997 00:00:00   ;   467,08 ;     
01.03.1997 00:00:00   ;   467,44 ;     
01.04.1997 00:00:00   ;   467,86 ;     
01.05.1997 00:00:00   ;   468,02 ;     
01.06.1997 00:00:00   ;   468,04 ;     
01.07.1997 00:00:00   ;   468,56 ;     
01.08.1997 00:00:00   ;   468,40 ;     
01.09.1997 00:00:00   ;   467,86 ;     
01.10.1997 00:00:00   ;   467,74 ;     
01.11.1997 00:00:00   ;   467,46 ;     
01.12.1997 00:00:00   ;   467,37 ;     
01.01.1998 00:00:00   ;   467,29 ;     
01.02.1998 00:00:00   ;   467,18 ;     
01.03.1998 00:00:00   ;   467,57 ;     
01.04.1998 00:00:00   ;   467,93 ;     
01.05.1998 00:00:00   ;   467,81 ;     
01.06.1998 00:00:00   ;   467,89 ;     
01.07.1998 00:00:00   ;   468,14 ;     
01.08.1998 00:00:00   ;   468,02 ;     
01.09.1998 00:00:00   ;   467,80 ;     
01.10.1998 00:00:00   ;   467,85 ;     
01.11.1998 00:00:00   ;   467,70 ;     
01.12.1998 00:00:00   ;   467,42 ;     
01.01.1999 00:00:00   ;   467,24 ;     
01.02.1999 00:00:00   ;   467,33 ;     
01.03.1999 00:00:00   ;   467,91 ;     
01.04.1999 00:00:00   ;   467,91 ;     
01.05.1999 00:00:00   ;   468,00 ;     
01.06.1999 00:00:00   ;   467,82 ;     
01.07.1999 00:00:00   ;   467,97 ;     
01.08.1999 00:00:00   ;   468,01 ;     
01.09.1999 00:00:00   ;   467,91 ;     
01.10.1999 00:00:00   ;   467,54 ;     
