Messstelle:                ;Apetlon, Bl 173
HZB-Nummer:                ;353607
HD-Nummer:                 ;
DBMS-Nummer:               ;1002492
PorenGW-Gebiet:            ;318 Seewinkel
Grundwasserkörper:         ;Seewinkel [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;23.03.2010
 Geländehöhe:              ;117,13
 Messpunkthöhe:            ;118,13
 Sohllage:                 ;105,63
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  23.03.2010               ;16 48 42                 ;47 41 59
  22.03.2010               ;16 48 37                 ;47 41 58
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.04.2010 00:00:00   ;   115,83 ;     
01.05.2010 00:00:00   ;   115,71 ;     
01.06.2010 00:00:00   ;   115,73 ;     
01.07.2010 00:00:00   ;   115,56 ;     
01.08.2010 00:00:00   ;   115,58 ;     
01.09.2010 00:00:00   ;   115,71 ;     
01.10.2010 00:00:00   ;   115,85 ;     
01.11.2010 00:00:00   ;   115,92 ;     
01.12.2010 00:00:00   ;   116,03 ;     
01.01.2011 00:00:00   ;   115,99 ;     
01.02.2011 00:00:00   ;   115,93 ;     
01.03.2011 00:00:00   ;   115,90 ;     
01.04.2011 00:00:00   ;   115,82 ;     
01.05.2011 00:00:00   ;   115,65 ;     
01.06.2011 00:00:00   ;   115,44 ;     
01.07.2011 00:00:00   ;   115,27 ;     
01.08.2011 00:00:00   ;   115,32 ;     
01.09.2011 00:00:00   ;   115,17 ;     
01.10.2011 00:00:00   ;   115,31 ;     
01.11.2011 00:00:00   ;   115,40 ;     
01.12.2011 00:00:00   ;   115,45 ;     
01.01.2012 00:00:00   ;   115,55 ;     
01.02.2012 00:00:00   ;   115,54 ;     
01.03.2012 00:00:00   ;   115,62 ;     
01.04.2012 00:00:00   ;   115,62 ;     
01.05.2012 00:00:00   ;   115,47 ;     
01.06.2012 00:00:00   ;   115,22 ;     
01.07.2012 00:00:00   ;   115,24 ;     
01.08.2012 00:00:00   ;   115,32 ;     
01.09.2012 00:00:00   ;   115,04 ;     
01.10.2012 00:00:00   ;   115,11 ;     
01.11.2012 00:00:00   ;   115,58 ;     
01.12.2012 00:00:00   ;   115,63 ;     
01.01.2013 00:00:00   ;Lücke     ;     
01.02.2013 00:00:00   ;   116,13 ;     
01.03.2013 00:00:00   ;   116,14 ;     
01.04.2013 00:00:00   ;   116,13 ;     
01.05.2013 00:00:00   ;   115,76 ;     
01.06.2013 00:00:00   ;   115,62 ;     
01.07.2013 00:00:00   ;   115,27 ;     
01.08.2013 00:00:00   ;   114,85 ;     
01.09.2013 00:00:00   ;   114,91 ;     
01.10.2013 00:00:00   ;   115,12 ;     
01.11.2013 00:00:00   ;   115,45 ;     
01.12.2013 00:00:00   ;   115,67 ;     
01.01.2014 00:00:00   ;   115,68 ;     
01.02.2014 00:00:00   ;   116,08 ;     
01.03.2014 00:00:00   ;   116,35 ;     
01.04.2014 00:00:00   ;   116,16 ;     
01.05.2014 00:00:00   ;   116,13 ;     
01.06.2014 00:00:00   ;   115,87 ;     
01.07.2014 00:00:00   ;   115,58 ;     
01.08.2014 00:00:00   ;   115,86 ;     
01.09.2014 00:00:00   ;   116,31 ;     
01.10.2014 00:00:00   ;   116,38 ;     
01.11.2014 00:00:00   ;   116,44 ;     
01.12.2014 00:00:00   ;   116,61 ;     
01.01.2015 00:00:00   ;   116,63 ;     
01.02.2015 00:00:00   ;   116,61 ;     
01.03.2015 00:00:00   ;   116,54 ;     
01.04.2015 00:00:00   ;   116,34 ;     
01.05.2015 00:00:00   ;   116,18 ;     
01.06.2015 00:00:00   ;   115,98 ;     
01.07.2015 00:00:00   ;   115,66 ;     
01.08.2015 00:00:00   ;   115,42 ;     
01.09.2015 00:00:00   ;   115,26 ;     
01.10.2015 00:00:00   ;   115,46 ;     
01.11.2015 00:00:00   ;   115,76 ;     
01.12.2015 00:00:00   ;   115,77 ;     
01.01.2016 00:00:00   ;   115,86 ;     
01.02.2016 00:00:00   ;   116,20 ;     
01.03.2016 00:00:00   ;   115,91 ;     
01.04.2016 00:00:00   ;   115,72 ;     
01.05.2016 00:00:00   ;   115,62 ;     
01.06.2016 00:00:00   ;   115,55 ;     
01.07.2016 00:00:00   ;   115,54 ;     
01.08.2016 00:00:00   ;   115,34 ;     
01.09.2016 00:00:00   ;   115,20 ;     
01.10.2016 00:00:00   ;   115,24 ;     
01.11.2016 00:00:00   ;   115,50 ;     
01.12.2016 00:00:00   ;   115,64 ;     
01.01.2017 00:00:00   ;   115,67 ;     
01.02.2017 00:00:00   ;   115,68 ;     
01.03.2017 00:00:00   ;   115,71 ;     
01.04.2017 00:00:00   ;   115,67 ;     
01.05.2017 00:00:00   ;   115,54 ;     
01.06.2017 00:00:00   ;   115,17 ;     
01.07.2017 00:00:00   ;   114,94 ;     
01.08.2017 00:00:00   ;   114,81 ;     
01.09.2017 00:00:00   ;   114,78 ;     
01.10.2017 00:00:00   ;   115,01 ;     
01.11.2017 00:00:00   ;   115,11 ;     
01.12.2017 00:00:00   ;   115,30 ;     
01.01.2018 00:00:00   ;   115,61 ;     
01.02.2018 00:00:00   ;   115,74 ;     
01.03.2018 00:00:00   ;   115,92 ;     
01.04.2018 00:00:00   ;   115,86 ;     
01.05.2018 00:00:00   ;   115,45 ;     
01.06.2018 00:00:00   ;   115,18 ;     
01.07.2018 00:00:00   ;   115,04 ;     
01.08.2018 00:00:00   ;   114,77 ;     
01.09.2018 00:00:00   ;   114,99 ;     
01.10.2018 00:00:00   ;   114,94 ;     
01.11.2018 00:00:00   ;   115,07 ;     
01.12.2018 00:00:00   ;   115,47 ;     
01.01.2019 00:00:00   ;   115,63 ;     
01.02.2019 00:00:00   ;   115,68 ;     
01.03.2019 00:00:00   ;   115,64 ;     
01.04.2019 00:00:00   ;   115,55 ;     
01.05.2019 00:00:00   ;   115,60 ;     
01.06.2019 00:00:00   ;   115,51 ;     
01.07.2019 00:00:00   ;   114,97 ;     
01.08.2019 00:00:00   ;   114,67 ;     
01.09.2019 00:00:00   ;   114,66 ;     
01.10.2019 00:00:00   ;   114,69 ;     
01.11.2019 00:00:00   ;   114,87 ;     
01.12.2019 00:00:00   ;   115,19 ;     
01.01.2020 00:00:00   ;   115,36 ;     
01.02.2020 00:00:00   ;   115,43 ;     
01.03.2020 00:00:00   ;   115,51 ;     
01.04.2020 00:00:00   ;   115,36 ;     
01.05.2020 00:00:00   ;   115,00 ;     
01.06.2020 00:00:00   ;   114,86 ;     
01.07.2020 00:00:00   ;   114,71 ;     
01.08.2020 00:00:00   ;   114,57 ;     
01.09.2020 00:00:00   ;   114,49 ;     
01.10.2020 00:00:00   ;   115,04 ;     
01.11.2020 00:00:00   ;   115,25 ;     
01.12.2020 00:00:00   ;   115,42 ;     
01.01.2021 00:00:00   ;   115,60 ;     
01.02.2021 00:00:00   ;   115,73 ;     
01.03.2021 00:00:00   ;   115,67 ;     
01.04.2021 00:00:00   ;   115,53 ;     
01.05.2021 00:00:00   ;   115,43 ;     
01.06.2021 00:00:00   ;   115,04 ;     
01.07.2021 00:00:00   ;   114,65 ;     
01.08.2021 00:00:00   ;   114,58 ;     
01.09.2021 00:00:00   ;   114,50 ;     
01.10.2021 00:00:00   ;   114,55 ;     
01.11.2021 00:00:00   ;   114,66 ;     
01.12.2021 00:00:00   ;   114,89 ;     
01.01.2022 00:00:00   ;Lücke         ; 
