Messstelle:                ;Mayrhofen
HZB-Nummer:                ;201749
HD-Nummer:                 ;
DBMS-Nummer:               ;7001067
Gewässer:                  ;Ziller
Sachgebiet:                ;OWF
Dienststelle:              ;HD-Tirol
Messstellenbetreiber:      ;Verbund Hydro Power AG
orogr.Einzugsgebiet [km²]: ;610,9
Pegelnullpunkt:
  gültig seit:             ;Höhe [m ü.A.]:
   01.01.1951              ;00616,15
   01.01.1956              ;00616,17
   01.01.1965              ;00622,09
   14.04.2010              ;00622,01
Bundesmeldenetz(BMN)-Koordinaten:
  gültig seit:             ;Rechtswert y [m] - Hochwert x [m]:
   01.01.1913              ;338330,00 - 226585,00
Exportzeitreihe:           ;(7001067,Wasserstand,M,Max,M,1,F,Z,0,,,)
Einheit:                   ;[cm]
Exportzeitraum:            ;[01.01.1961 08:00,01.01.2022 00:00]
Werte:
01.01.1961 08:00:00;   153
28.02.1961 23:59:55;   155
19.03.1961 08:00:00;   178
11.04.1961 08:00:00;   206
07.05.1961 08:00:00;   233
27.06.1961 08:00:00;   280
13.07.1961 08:00:00;   280
13.08.1961 08:00:00;   255
04.09.1961 08:00:00;   210
08.10.1961 08:00:00;   193
13.11.1961 08:00:00;   175
12.12.1961 08:00:00;   220
01.01.1962 00:00:00;   146
02.02.1962 08:00:00;   135
31.03.1962 23:59:55;   167
27.04.1962 08:00:00;   237
10.05.1962 08:00:00;   286
16.06.1962 08:00:00;   305
12.07.1962 08:00:00;   300
05.08.1962 08:00:00;   305
05.09.1962 08:00:00;   260
03.10.1962 08:00:00;   185
07.11.1962 08:00:00;   180
01.12.1962 00:00:00;   142
01.01.1963 00:00:00;   135
01.02.1963 00:00:00;   130
30.03.1963 08:00:00;   136
30.04.1963 23:59:55;   212
28.05.1963 08:00:00;   280
19.06.1963 08:00:00;   295
14.07.1963 08:00:00;   285
18.08.1963 08:00:00;   295
05.09.1963 08:00:00;   275
03.10.1963 08:00:00;   193
04.11.1963 08:00:00;   215
01.12.1963 00:00:00;   175
01.01.1964 00:00:00;   157
28.02.1964 08:00:00;   151
27.03.1964 08:00:00;   165
30.04.1964 08:00:00;   210
09.05.1964 08:00:00;   270
08.06.1964 08:00:00;   285
10.07.1964 08:00:00;   260
23.08.1964 08:00:00;   260
17.09.1964 08:00:00;   245
11.10.1964 08:00:00;   200
18.11.1964 08:00:00;   205
01.12.1964 00:00:00;   188
01.01.1965 00:00:00;   136
01.02.1965 00:00:00;   132
31.03.1965 18:00:00;   155
09.04.1965 18:00:00;   158
19.05.1965 18:00:00;   307
22.06.1965 18:00:00;   368
26.07.1965 18:00:00;   327
23.08.1965 18:00:00;   316
03.09.1965 18:00:00;   379
02.10.1965 18:00:00;   195
05.11.1965 00:00:00;   133
04.12.1965 18:00:00;   124
02.01.1966 18:00:00;   117
