Messstelle:                ;Feldkirchen, Bl 291
HZB-Nummer:                ;338665
HD-Nummer:                 ;
DBMS-Nummer:               ;2002289
PorenGW-Gebiet:            ;448 Tiebeltal
Grundwasserkörper:         ;Tiebel [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;24.08.2022
 Geländehöhe:              ;579,02
 Messpunkthöhe:            ;580,14
 Sohllage:                 ;553,94
 T-Messtiefe u.GOK:        ;19,88
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  20.08.2003               ;14 05 57                 ;46 44 26
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2014 HG14 fehlende Monatsmittel zufolge Datensammlerausfall
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.09.2003 00:00:00   ;   561,76 ;     
01.10.2003 00:00:00   ;   561,77 ;     
01.11.2003 00:00:00   ;   561,82 ;     
01.12.2003 00:00:00   ;   561,82 ;     
01.01.2004 00:00:00   ;   561,78 ;     
01.02.2004 00:00:00   ;   561,76 ;     
01.03.2004 00:00:00   ;   561,77 ;     
01.04.2004 00:00:00   ;   561,97 ;     
01.05.2004 00:00:00   ;   561,98 ;     
01.06.2004 00:00:00   ;   562,01 ;     
01.07.2004 00:00:00   ;   562,17 ;     
01.08.2004 00:00:00   ;   562,12 ;     
01.09.2004 00:00:00   ;   562,07 ;     
01.10.2004 00:00:00   ;   562,04 ;     
01.11.2004 00:00:00   ;   562,10 ;     
01.12.2004 00:00:00   ;   562,07 ;     
01.01.2005 00:00:00   ;   562,01 ;     
01.02.2005 00:00:00   ;   561,92 ;     
01.03.2005 00:00:00   ;   561,87 ;     
01.04.2005 00:00:00   ;   561,89 ;     
01.05.2005 00:00:00   ;   561,90 ;     
01.06.2005 00:00:00   ;   561,84 ;     
01.07.2005 00:00:00   ;   561,86 ;     
01.08.2005 00:00:00   ;   561,96 ;     
01.09.2005 00:00:00   ;   562,11 ;     
01.10.2005 00:00:00   ;   562,27 ;     
01.11.2005 00:00:00   ;   562,15 ;     
01.12.2005 00:00:00   ;   562,05 ;     
01.01.2006 00:00:00   ;   561,97 ;     
01.02.2006 00:00:00   ;   561,89 ;     
01.03.2006 00:00:00   ;   561,88 ;     
01.04.2006 00:00:00   ;   562,24 ;     
01.05.2006 00:00:00   ;   562,28 ;     
01.06.2006 00:00:00   ;   562,18 ;     
01.07.2006 00:00:00   ;   562,05 ;     
01.08.2006 00:00:00   ;   561,96 ;     
01.09.2006 00:00:00   ;   561,89 ;     
01.10.2006 00:00:00   ;   561,83 ;     
01.11.2006 00:00:00   ;   561,78 ;     
01.12.2006 00:00:00   ;   561,74 ;     
01.01.2007 00:00:00   ;   561,68 ;     
01.02.2007 00:00:00   ;   561,63 ;     
01.03.2007 00:00:00   ;   561,65 ;     
01.04.2007 00:00:00   ;   561,67 ;     
01.05.2007 00:00:00   ;   561,66 ;     
01.06.2007 00:00:00   ;   561,62 ;     
01.07.2007 00:00:00   ;   561,62 ;     
01.08.2007 00:00:00   ;   561,60 ;     
01.09.2007 00:00:00   ;   561,61 ;     
01.10.2007 00:00:00   ;   561,62 ;     
01.11.2007 00:00:00   ;   561,58 ;     
01.12.2007 00:00:00   ;   561,54 ;     
01.01.2008 00:00:00   ;   561,54 ;     
01.02.2008 00:00:00   ;   561,53 ;     
01.03.2008 00:00:00   ;   561,53 ;     
01.04.2008 00:00:00   ;   561,55 ;     
01.05.2008 00:00:00   ;   561,55 ;     
01.06.2008 00:00:00   ;   561,61 ;     
01.07.2008 00:00:00   ;   561,61 ;     
01.08.2008 00:00:00   ;   561,64 ;     
01.09.2008 00:00:00   ;   561,63 ;     
01.10.2008 00:00:00   ;   561,64 ;     
01.11.2008 00:00:00   ;   561,67 ;     
01.12.2008 00:00:00   ;   561,89 ;     
01.01.2009 00:00:00   ;   562,00 ;     
01.02.2009 00:00:00   ;   561,99 ;     
01.03.2009 00:00:00   ;   562,04 ;     
01.04.2009 00:00:00   ;   562,19 ;     
01.05.2009 00:00:00   ;   562,09 ;     
01.06.2009 00:00:00   ;   562,00 ;     
01.07.2009 00:00:00   ;   562,06 ;     
01.08.2009 00:00:00   ;   562,09 ;     
01.09.2009 00:00:00   ;   562,09 ;     
01.10.2009 00:00:00   ;   562,07 ;     
01.11.2009 00:00:00   ;   562,05 ;     
01.12.2009 00:00:00   ;   562,06 ;     
01.01.2010 00:00:00   ;   562,05 ;     
01.02.2010 00:00:00   ;   562,05 ;     
01.03.2010 00:00:00   ;   561,97 ;     
01.04.2010 00:00:00   ;   561,93 ;     
01.05.2010 00:00:00   ;   561,94 ;     
01.06.2010 00:00:00   ;   561,87 ;     
01.07.2010 00:00:00   ;   561,80 ;     
01.08.2010 00:00:00   ;   561,79 ;     
01.09.2010 00:00:00   ;   561,80 ;     
01.10.2010 00:00:00   ;   561,82 ;     
01.11.2010 00:00:00   ;   562,02 ;     
01.12.2010 00:00:00   ;   562,21 ;     
01.01.2011 00:00:00   ;   562,24 ;     
01.02.2011 00:00:00   ;   562,15 ;     
01.03.2011 00:00:00   ;   562,05 ;     
01.04.2011 00:00:00   ;   561,97 ;     
01.05.2011 00:00:00   ;   561,90 ;     
01.06.2011 00:00:00   ;   561,88 ;     
01.07.2011 00:00:00   ;   561,83 ;     
01.08.2011 00:00:00   ;   561,83 ;     
01.09.2011 00:00:00   ;   561,82 ;     
01.10.2011 00:00:00   ;   561,81 ;     
01.11.2011 00:00:00   ;   561,80 ;     
01.12.2011 00:00:00   ;   561,74 ;     
01.01.2012 00:00:00   ;   561,68 ;     
01.02.2012 00:00:00   ;   561,64 ;     
01.03.2012 00:00:00   ;   561,65 ;     
01.04.2012 00:00:00   ;   561,64 ;     
01.05.2012 00:00:00   ;   561,65 ;     
01.06.2012 00:00:00   ;   561,65 ;     
01.07.2012 00:00:00   ;   561,72 ;     
01.08.2012 00:00:00   ;   561,81 ;     
01.09.2012 00:00:00   ;   561,82 ;     
01.10.2012 00:00:00   ;   561,89 ;     
01.11.2012 00:00:00   ;   562,34 ;     
01.12.2012 00:00:00   ;   562,30 ;     
01.01.2013 00:00:00   ;   562,17 ;     
01.02.2013 00:00:00   ;   562,04 ;     
01.03.2013 00:00:00   ;   562,16 ;     
01.04.2013 00:00:00   ;   562,60 ;     
01.05.2013 00:00:00   ;   562,61 ;     
01.06.2013 00:00:00   ;   562,44 ;     
01.07.2013 00:00:00   ;   562,19 ;     
01.08.2013 00:00:00   ;   562,03 ;     
01.09.2013 00:00:00   ;   561,94 ;     
01.10.2013 00:00:00   ;   561,87 ;     
01.11.2013 00:00:00   ;   561,94 ;     
01.12.2013 00:00:00   ;Lücke     ;     
01.01.2014 00:00:00   ;Lücke     ;     
01.02.2014 00:00:00   ;Lücke     ;     
01.03.2014 00:00:00   ;   562,82 ;     
01.04.2014 00:00:00   ;   562,69 ;     
01.05.2014 00:00:00   ;   562,41 ;     
01.06.2014 00:00:00   ;   562,21 ;     
01.07.2014 00:00:00   ;   562,08 ;     
01.08.2014 00:00:00   ;   562,06 ;     
01.09.2014 00:00:00   ;   562,36 ;     
01.10.2014 00:00:00   ;   562,40 ;     
01.11.2014 00:00:00   ;   562,41 ;     
01.12.2014 00:00:00   ;   562,47 ;     
01.01.2015 00:00:00   ;   562,34 ;     
01.02.2015 00:00:00   ;   562,19 ;     
01.03.2015 00:00:00   ;   562,09 ;     
01.04.2015 00:00:00   ;   561,98 ;     
01.05.2015 00:00:00   ;   561,94 ;     
01.06.2015 00:00:00   ;   561,93 ;     
01.07.2015 00:00:00   ;   561,89 ;     
01.08.2015 00:00:00   ;   561,86 ;     
01.09.2015 00:00:00   ;   561,84 ;     
01.10.2015 00:00:00   ;   561,93 ;     
01.11.2015 00:00:00   ;   561,96 ;     
01.12.2015 00:00:00   ;   561,90 ;     
01.01.2016 00:00:00   ;   561,84 ;     
01.02.2016 00:00:00   ;   561,80 ;     
01.03.2016 00:00:00   ;   561,92 ;     
01.04.2016 00:00:00   ;   561,93 ;     
01.05.2016 00:00:00   ;   561,92 ;     
01.06.2016 00:00:00   ;   561,92 ;     
01.07.2016 00:00:00   ;   561,89 ;     
01.08.2016 00:00:00   ;   561,98 ;     
01.09.2016 00:00:00   ;   562,01 ;     
01.10.2016 00:00:00   ;   561,96 ;     
01.11.2016 00:00:00   ;   561,99 ;     
01.12.2016 00:00:00   ;   561,98 ;     
01.01.2017 00:00:00   ;   561,90 ;     
01.02.2017 00:00:00   ;   561,84 ;     
01.03.2017 00:00:00   ;   561,83 ;     
01.04.2017 00:00:00   ;   561,77 ;     
01.05.2017 00:00:00   ;   561,77 ;     
01.06.2017 00:00:00   ;   561,74 ;     
01.07.2017 00:00:00   ;   561,69 ;     
01.08.2017 00:00:00   ;   561,72 ;     
01.09.2017 00:00:00   ;   561,99 ;     
01.10.2017 00:00:00   ;   562,16 ;     
01.11.2017 00:00:00   ;   562,10 ;     
01.12.2017 00:00:00   ;   562,10 ;     
01.01.2018 00:00:00   ;   562,21 ;     
01.02.2018 00:00:00   ;   562,16 ;     
01.03.2018 00:00:00   ;   562,13 ;     
01.04.2018 00:00:00   ;   562,33 ;     
01.05.2018 00:00:00   ;   562,34 ;     
01.06.2018 00:00:00   ;   562,32 ;     
01.07.2018 00:00:00   ;   562,12 ;     
01.08.2018 00:00:00   ;   561,98 ;     
01.09.2018 00:00:00   ;   561,90 ;     
01.10.2018 00:00:00   ;   561,81 ;     
01.11.2018 00:00:00   ;   561,78 ;     
01.12.2018 00:00:00   ;   561,76 ;     
01.01.2019 00:00:00   ;   561,80 ;     
01.02.2019 00:00:00   ;   561,75 ;     
01.03.2019 00:00:00   ;   561,74 ;     
01.04.2019 00:00:00   ;   561,75 ;     
01.05.2019 00:00:00   ;   561,74 ;     
01.06.2019 00:00:00   ;   561,76 ;     
01.07.2019 00:00:00   ;   561,71 ;     
01.08.2019 00:00:00   ;   561,66 ;     
01.09.2019 00:00:00   ;   561,67 ;     
01.10.2019 00:00:00   ;   561,68 ;     
01.11.2019 00:00:00   ;   562,00 ;     
01.12.2019 00:00:00   ;   562,13 ;     
01.01.2020 00:00:00   ;   562,09 ;     
01.02.2020 00:00:00   ;   562,00 ;     
01.03.2020 00:00:00   ;   561,95 ;     
01.04.2020 00:00:00   ;   561,89 ;     
01.05.2020 00:00:00   ;   561,84 ;     
01.06.2020 00:00:00   ;   561,88 ;     
01.07.2020 00:00:00   ;   561,92 ;     
01.08.2020 00:00:00   ;   562,17 ;     
01.09.2020 00:00:00   ;   562,32 ;     
01.10.2020 00:00:00   ;   562,59 ;     
01.11.2020 00:00:00   ;   562,59 ;     
01.12.2020 00:00:00   ;   562,68 ;     
01.01.2021 00:00:00   ;   562,66 ;     
01.02.2021 00:00:00   ;   562,66 ;     
01.03.2021 00:00:00   ;   562,61 ;     
01.04.2021 00:00:00   ;   562,43 ;     
01.05.2021 00:00:00   ;   562,32 ;     
01.06.2021 00:00:00   ;   562,22 ;     
01.07.2021 00:00:00   ;   562,07 ;     
01.08.2021 00:00:00   ;   562,02 ;     
01.09.2021 00:00:00   ;   561,96 ;     
01.10.2021 00:00:00   ;   561,91 ;     
01.11.2021 00:00:00   ;   561,89 ;     
01.12.2021 00:00:00   ;   561,79 ;     
01.01.2022 00:00:00   ;Lücke         ; 
