Messstelle:                ;Liebenfels, Bl 275
HZB-Nummer:                ;354597
HD-Nummer:                 ;
DBMS-Nummer:               ;2002462
PorenGW-Gebiet:            ;440 Glantal
Grundwasserkörper:         ;Glantal [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;27.06.2007
 Geländehöhe:              ;473,51
 Messpunkthöhe:            ;474,49
 Sohllage:                 ;462,89
 T-Messtiefe u.GOK:        ;9,02
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  27.06.2007               ;14 19 22                 ;46 44 13
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2015 HG28 gerätetechnisch bedingte Datenausfälle
  2017 HG28 gerätetechnisch bedingte Datenausfälle
  2022 HG02 Beobachtung im Berichtsjahr beendet
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.01.2008 00:00:00   ;   472,14 ;     
01.02.2008 00:00:00   ;   472,15 ;     
01.03.2008 00:00:00   ;   472,18 ;     
01.04.2008 00:00:00   ;   472,21 ;     
01.05.2008 00:00:00   ;   472,20 ;     
01.06.2008 00:00:00   ;   472,25 ;     
01.07.2008 00:00:00   ;   472,41 ;     
01.08.2008 00:00:00   ;   472,48 ;     
01.09.2008 00:00:00   ;   472,46 ;     
01.10.2008 00:00:00   ;   472,42 ;     
01.11.2008 00:00:00   ;   472,44 ;     
01.12.2008 00:00:00   ;   472,54 ;     
01.01.2009 00:00:00   ;   472,57 ;     
01.02.2009 00:00:00   ;   472,49 ;     
01.03.2009 00:00:00   ;   472,57 ;     
01.04.2009 00:00:00   ;   472,57 ;     
01.05.2009 00:00:00   ;   472,52 ;     
01.06.2009 00:00:00   ;   472,49 ;     
01.07.2009 00:00:00   ;   472,42 ;     
01.08.2009 00:00:00   ;   472,46 ;     
01.09.2009 00:00:00   ;   472,35 ;     
01.10.2009 00:00:00   ;   472,38 ;     
01.11.2009 00:00:00   ;   472,41 ;     
01.12.2009 00:00:00   ;   472,43 ;     
01.01.2010 00:00:00   ;   472,47 ;     
01.02.2010 00:00:00   ;   472,37 ;     
01.03.2010 00:00:00   ;   472,40 ;     
01.04.2010 00:00:00   ;   472,45 ;     
01.05.2010 00:00:00   ;   472,47 ;     
01.06.2010 00:00:00   ;   472,36 ;     
01.07.2010 00:00:00   ;   472,27 ;     
01.08.2010 00:00:00   ;   472,28 ;     
01.09.2010 00:00:00   ;   472,45 ;     
01.10.2010 00:00:00   ;   472,37 ;     
01.11.2010 00:00:00   ;   472,68 ;     
01.12.2010 00:00:00   ;   472,68 ;     
01.01.2011 00:00:00   ;   472,57 ;     
01.02.2011 00:00:00   ;   472,45 ;     
01.03.2011 00:00:00   ;   472,49 ;     
01.04.2011 00:00:00   ;   472,35 ;     
01.05.2011 00:00:00   ;   472,24 ;     
01.06.2011 00:00:00   ;   472,34 ;     
01.07.2011 00:00:00   ;   472,29 ;     
01.08.2011 00:00:00   ;   472,31 ;     
01.09.2011 00:00:00   ;   472,38 ;     
01.10.2011 00:00:00   ;   472,42 ;     
01.11.2011 00:00:00   ;   472,35 ;     
01.12.2011 00:00:00   ;   472,27 ;     
01.01.2012 00:00:00   ;   472,19 ;     
01.02.2012 00:00:00   ;   472,10 ;     
01.03.2012 00:00:00   ;   472,15 ;     
01.04.2012 00:00:00   ;   472,14 ;     
01.05.2012 00:00:00   ;   472,12 ;     
01.06.2012 00:00:00   ;   472,12 ;     
01.07.2012 00:00:00   ;   472,42 ;     
01.08.2012 00:00:00   ;   472,48 ;     
01.09.2012 00:00:00   ;   472,53 ;     
01.10.2012 00:00:00   ;   472,65 ;     
01.11.2012 00:00:00   ;   472,97 ;     
01.12.2012 00:00:00   ;   472,68 ;     
01.01.2013 00:00:00   ;   472,50 ;     
01.02.2013 00:00:00   ;   472,41 ;     
01.03.2013 00:00:00   ;   472,81 ;     
01.04.2013 00:00:00   ;   473,01 ;     
01.05.2013 00:00:00   ;   472,66 ;     
01.06.2013 00:00:00   ;   472,49 ;     
01.07.2013 00:00:00   ;   472,21 ;     
01.08.2013 00:00:00   ;   472,10 ;     
01.09.2013 00:00:00   ;   472,14 ;     
01.10.2013 00:00:00   ;   472,17 ;     
01.11.2013 00:00:00   ;   472,47 ;     
01.12.2013 00:00:00   ;   472,39 ;     
01.01.2014 00:00:00   ;   472,56 ;     
01.02.2014 00:00:00   ;   472,98 ;     
01.03.2014 00:00:00   ;   473,04 ;     
01.04.2014 00:00:00   ;   472,34 ;     
01.05.2014 00:00:00   ;   472,26 ;     
01.06.2014 00:00:00   ;   472,25 ;     
01.07.2014 00:00:00   ;   472,33 ;     
01.08.2014 00:00:00   ;   472,32 ;     
01.09.2014 00:00:00   ;   472,39 ;     
01.10.2014 00:00:00   ;   472,61 ;     
01.11.2014 00:00:00   ;   472,54 ;     
01.12.2014 00:00:00   ;   472,41 ;     
01.01.2015 00:00:00   ;Lücke     ;     
01.02.2015 00:00:00   ;Lücke     ;     
01.03.2015 00:00:00   ;Lücke     ;     
01.04.2015 00:00:00   ;Lücke     ;     
01.05.2015 00:00:00   ;   472,26 ;     
01.06.2015 00:00:00   ;   472,25 ;     
01.07.2015 00:00:00   ;   472,33 ;     
01.08.2015 00:00:00   ;   472,32 ;     
01.09.2015 00:00:00   ;   472,39 ;     
01.10.2015 00:00:00   ;   472,61 ;     
01.11.2015 00:00:00   ;   472,54 ;     
01.12.2015 00:00:00   ;   472,41 ;     
01.01.2016 00:00:00   ;   472,36 ;     
01.02.2016 00:00:00   ;   472,44 ;     
01.03.2016 00:00:00   ;   472,59 ;     
01.04.2016 00:00:00   ;   472,45 ;     
01.05.2016 00:00:00   ;   472,40 ;     
01.06.2016 00:00:00   ;   472,35 ;     
01.07.2016 00:00:00   ;   472,36 ;     
01.08.2016 00:00:00   ;   472,67 ;     
01.09.2016 00:00:00   ;   472,43 ;     
01.10.2016 00:00:00   ;   472,39 ;     
01.11.2016 00:00:00   ;   472,47 ;     
01.12.2016 00:00:00   ;   472,39 ;     
01.01.2017 00:00:00   ;Lücke     ;     
01.02.2017 00:00:00   ;Lücke     ;     
01.03.2017 00:00:00   ;Lücke     ;     
01.04.2017 00:00:00   ;Lücke     ;     
01.05.2017 00:00:00   ;   472,29 ;     
01.06.2017 00:00:00   ;   472,27 ;     
01.07.2017 00:00:00   ;   472,24 ;     
01.08.2017 00:00:00   ;   472,31 ;     
01.09.2017 00:00:00   ;   472,68 ;     
01.10.2017 00:00:00   ;   472,58 ;     
01.11.2017 00:00:00   ;   472,51 ;     
