Messstelle:                ;St. Johann in Tirol
HZB-Nummer:                ;201939
HD-Nummer:                 ;
DBMS-Nummer:               ;7001086
Gewässer:                  ;Kitzbüheler Ache
Sachgebiet:                ;OWF
Dienststelle:              ;HD-Tirol
Messstellenbetreiber:      ;Hydrographischer Dienst
orogr.Einzugsgebiet [km²]: ;332,4
Pegelnullpunkt:
  gültig seit:             ;Höhe [m ü.A.]:
   01.01.1896              ;00649,88
   01.01.1976              ;00656,75
   01.01.1980              ;00659,71
   07.10.2008              ;00659,70
Bundesmeldenetz(BMN)-Koordinaten:
  gültig seit:             ;Rechtswert y [m] - Hochwert x [m]:
   01.01.1980              ;381037,17 - 264865,38
Exportzeitreihe:           ;(7001086,Wasserstand,M,Min,M,1,F,Z,0,,,)
Einheit:                   ;[cm]
Exportzeitraum:            ;[01.01.1940 08:00,01.01.2022 00:00]
Werte:
10.01.1940 08:00:00;    88
12.02.1940 08:00:00;    88
01.03.1940 00:00:00;    90
01.04.1940 00:00:00;   100
17.05.1940 08:00:00;   105
16.06.1940 08:00:00;   110
01.07.1940 00:00:00;   110
10.08.1940 08:00:00;   110
07.09.1940 08:00:00;   100
09.10.1940 08:00:00;    90
01.11.1940 00:00:00; Lücke
01.12.1940 00:00:00; Lücke
01.01.1941 00:00:00; Lücke
01.02.1941 00:00:00; Lücke
01.03.1941 00:00:00; Lücke
01.04.1941 00:00:00; Lücke
01.05.1941 00:00:00; Lücke
01.06.1941 00:00:00; Lücke
01.07.1941 00:00:00; Lücke
01.08.1941 00:00:00; Lücke
01.09.1941 00:00:00; Lücke
01.10.1941 00:00:00; Lücke
01.11.1941 00:00:00; Lücke
01.12.1941 00:00:00; Lücke
10.01.1942 08:00:00;    77
01.02.1942 00:00:00;    77
01.03.1942 00:00:00;    82
06.04.1942 08:00:00;   102
04.05.1942 08:00:00;   105
30.06.1942 23:59:55;   117
01.07.1942 08:00:00;   115
03.08.1942 08:00:00;   110
21.09.1942 08:00:00;   100
15.10.1942 08:00:00;    90
23.11.1942 08:00:00;    90
14.12.1942 08:00:00;    85
11.01.1943 08:00:00;    90
06.02.1943 08:00:00;    90
01.03.1943 00:00:00;   100
05.04.1943 08:00:00;   125
17.05.1943 08:00:00;   120
01.06.1943 00:00:00;   130
31.07.1943 23:59:55;   123
04.08.1943 08:00:00;   115
12.09.1943 08:00:00;   110
01.10.1943 00:00:00; Lücke
27.11.1943 08:00:00;    90
12.12.1943 08:00:00;   100
01.01.1944 00:00:00;   100
24.02.1944 08:00:00;   100
01.03.1944 00:00:00;   103
02.04.1944 08:00:00;   115
01.05.1944 00:00:00;   127
27.06.1944 08:00:00;   135
08.07.1944 08:00:00;   120
24.08.1944 08:00:00;   120
21.09.1944 08:00:00;   105
15.10.1944 08:00:00;   120
01.11.1944 00:00:00; Lücke
01.12.1944 00:00:00; Lücke
01.01.1945 00:00:00; Lücke
01.02.1945 00:00:00; Lücke
01.03.1945 00:00:00; Lücke
01.04.1945 00:00:00; Lücke
01.05.1945 00:00:00; Lücke
01.06.1945 00:00:00; Lücke
01.07.1945 00:00:00; Lücke
01.08.1945 00:00:00; Lücke
01.09.1945 00:00:00; Lücke
01.10.1945 00:00:00; Lücke
01.11.1945 00:00:00; Lücke
01.12.1945 00:00:00; Lücke
01.01.1946 00:00:00; Lücke
01.02.1946 00:00:00; Lücke
01.03.1946 00:00:00; Lücke
01.04.1946 00:00:00; Lücke
01.05.1946 00:00:00; Lücke
01.06.1946 00:00:00; Lücke
01.07.1946 00:00:00; Lücke
01.08.1946 00:00:00; Lücke
01.09.1946 00:00:00; Lücke
01.10.1946 00:00:00; Lücke
01.11.1946 00:00:00; Lücke
01.12.1946 00:00:00; Lücke
01.01.1947 00:00:00; Lücke
01.02.1947 00:00:00; Lücke
01.03.1947 00:00:00; Lücke
01.04.1947 00:00:00; Lücke
01.05.1947 00:00:00; Lücke
01.06.1947 00:00:00; Lücke
01.07.1947 00:00:00; Lücke
01.08.1947 00:00:00; Lücke
01.09.1947 00:00:00; Lücke
01.10.1947 00:00:00; Lücke
01.11.1947 00:00:00; Lücke
01.12.1947 00:00:00; Lücke
01.01.1948 07:00:00;   110
25.02.1948 07:00:00;   105
01.03.1948 00:00:00;   105
08.04.1948 07:00:00;   125
26.05.1948 07:00:00;   120
12.06.1948 07:00:00;   105
31.07.1948 07:00:00;   130
07.08.1948 07:00:00;   115
29.09.1948 07:00:00;    95
18.10.1948 07:00:00;    85
13.11.1948 07:00:00;    80
01.12.1948 00:00:00;    80
01.01.1949 00:00:00; Lücke
01.02.1949 00:00:00; Lücke
01.03.1949 00:00:00; Lücke
01.04.1949 00:00:00; Lücke
01.05.1949 00:00:00; Lücke
01.06.1949 00:00:00; Lücke
01.07.1949 00:00:00; Lücke
01.08.1949 00:00:00; Lücke
01.09.1949 00:00:00; Lücke
01.10.1949 00:00:00; Lücke
01.11.1949 00:00:00; Lücke
01.12.1949 00:00:00; Lücke
25.01.1950 07:00:00;    90
06.02.1950 07:00:00;    85
02.03.1950 07:00:00;    90
08.04.1950 07:00:00;   105
